symbol,entry_time,side,setup,atr_pct,body_atr,close_pos,dow,entry_dist_atr,gap_atr,hour,htf_align,range_atr,setup_choch,side_long,stop_atr,stop_pct,trend_age,vol_z,gross_r,net_r,win
ETHUSDT,2026-06-25T04:59:59Z,SHORT,BOS,1.1267169134122972,1.574804539388937,0.09178459119496572,3,2.5796426006792887,0.11499813368101659,16,1,2.840342253247388,0,0,0.8474134316882004,0.9278274900982877,145,3.24693628890202,-1,-1.0977007905138336,0
TRXUSDT,2026-06-24T22:59:59Z,SHORT,BOS,0.30522217137818236,1.2048919272442786,0.21052631578945524,3,1.5061149090553065,1.2048919272442786,16,-0,1.9077455514700103,0,0,1.8073378908663902,0.5491153142159927,35,2.0531279248890386,-1,-1.1645999999999979,0
ETHUSDT,2026-06-25T12:59:59Z,SHORT,BOS,0.9375234780398626,0.21616623396861934,0.46942446043165215,4,0.3853114140226268,0.4865372939777043,11,1,0.7262140549036592,0,0,0.697478966400259,0.6515492596862946,164,0.4285914105566488,8,7.867467696629212,1
VANRYUSDT,2026-06-25T12:59:59Z,SHORT,CHoCH,1.1997656617828107,0.403044535779374,0,4,0.403044535779374,0.026869635718628816,11,1,0.403044535779374,1,0,1.1822639716195047,1.411613731151741,0,-0.6676347702970504,4,3.9390431818181817,1
XRPUSDT,2026-06-25T12:59:59Z,SHORT,CHoCH,0.7893707992942771,0.20087808919263644,0.6406250000000027,4,0.27177623831944003,0.6971651330803141,11,1,0.7562469240193171,1,0,0.9098595804607511,0.7166790766939725,0,-0.6090264345727432,7,6.87932077922078,1
NEARUSDT,2026-06-25T21:59:59Z,SHORT,BOS,2.107959775383614,0.576291098188439,0.0999999999999963,4,0.7072663477767236,0.1309752495882787,20,-0,0.7858514975296896,0,0,1.0739970466239062,2.2306855277475477,96,0.04837145563373293,0,-0.04034634146341471,0
SNDKBUSDT,2026-06-26T00:59:59Z,LONG,CHoCH,2.3560535875992374,0.6213631765051807,0.9479930945187678,4,0.8090244322428175,0.418600622464815,17,0,0.8534075162789078,1,1,0.8451202184298413,2.0298393910039443,0,1.644818756649772,-1,-1.0436384833297017,0
BLURUSDT,2026-06-26T03:59:59Z,SHORT,BOS,1.6473646540511981,1.1545562321858853,0.4222222222222214,5,1.1545562321858853,0.08881201786045687,2,1,1.9982704018601831,0,0,0.7993081607440732,1.2921751615218924,13,0.6058003054258176,-1,-1.0703500000000001,0
TRXUSDT,2026-06-26T08:59:59Z,LONG,CHoCH,0.27879125772523794,0.11108433100002733,0.8333333333333488,5,0.55542165499989,0.11108433100002733,7,0,0.6665059859998557,1,1,0.9997589789998144,0.279156327543428,0,-0.48949224827111903,-1,-1.3216999999999959,0
BTCUSDT,2026-06-26T12:59:59Z,SHORT,BOS,1.1141041826334184,0.6397436988797945,0.11867883388517003,5,0.8257574078479867,0.4413210050959499,10,1,0.9369540181228285,0,0,1.3635961021563614,1.505339303592621,9,-0.19523366601544387,0,-0.059787185377547306,0
MUBUSDT,2026-06-26T07:59:59Z,SHORT,BOS,2.426843605165283,0.4299580154214339,0.1003382187147673,5,0.5657155751134411,0.24280399057186783,1,-0,0.6288091668240868,0,0,0.7762638530691888,1.858357517438001,3,-0.31219320767060876,1,0.952270136986301,1
VANRYUSDT,2026-06-26T12:59:59Z,SHORT,BOS,1.5095195872810976,0.3961569293680895,0,5,0.6602615489468253,0.37414821106985907,10,1,0.6602615489468253,0,0,1.5846277174723673,2.368421052631565,23,-0.14783960320665968,-1,-1.0387000000000002,0
NEARUSDT,2026-06-26T11:59:59Z,SHORT,BOS,2.0432132155522362,0.19054373049994097,0.18750000000000694,5,0.35386692807132153,0.10888213171425372,10,1,0.4355285268570149,0,0,1.4971293110709916,3.036996134732201,110,-1.1065170205889456,0,-0.029634545454545365,0
VANRYUSDT,2026-06-27T20:59:59Z,SHORT,BOS,0.9120954637051352,0.4705478389430636,0.1764705882352911,6,0.5067438265540734,0.2533719132770367,18,1,0.6153317893870869,0,0,0.9772916654971213,0.8872822872165521,55,-0.4920529377569223,1,0.8992666666666654,1
WLDUSDT,2026-06-28T06:59:59Z,SHORT,BOS,1.9446257203765034,0.5188365516468423,0.2771084337349369,0,0.7075043886093286,0.7546713478499518,2,-0,0.9787144042429007,0,0,0.8843804857616608,1.6964487672472308,71,0.8518515175607102,-1,-1.053752,0
XLMUSDT,2026-06-28T08:59:59Z,SHORT,BOS,0.9416280922426659,0.4319542615999655,0.3636363636363682,0,0.4319542615999655,0.18512325497140888,5,-0,0.6787852682285221,0,0,1.6044015430855665,1.5046296296296244,58,-0.12567596374081286,0,-0.05981538461538482,0
TRXUSDT,2026-06-28T22:59:59Z,LONG,BOS,0.19506124810132497,0.9526035741440261,0.5833333333333449,0,1.1113708365013344,0.4763017870719249,10,0,1.905207148287964,0,1,1.1113708365012462,0.21725636250775246,51,1.4415523035188176,-1,-1.4135571428571556,0
BLURUSDT,2026-06-29T03:59:59Z,SHORT,BOS,1.3477801606856556,0.5074971037530447,0.23076923076922154,0,0.7104959452542607,0.10149942075060364,18,1,0.6597462348789501,0,0,0.710495945254252,0.9485094850948476,77,-0.4532146778106204,0,-0.09488571428571463,0
TRXUSDT,2026-06-29T11:59:59Z,LONG,BOS,0.21645203455154496,0.9978317913701549,0.9090909090909183,1,1.425473987671695,0.5701895950686938,7,0,1.5680213864388486,0,1,0.9978317913701549,0.21665119158154703,72,1.1641731055941882,-1,-1.4147142857142985,0
XLMUSDT,2026-06-30T08:59:59Z,LONG,BOS,1.3926865370150052,1.1391172516064705,0.5799999999999966,2,1.1391172516064705,0.8641579150118123,3,0,1.9639952613904774,0,1,1.2176770620621025,1.7231795441912283,24,3.2561319524297523,-1,-1.0515290322580642,0
SPCXBUSDT,2026-06-17T18:59:59Z,SHORT,BOS,3.163121680440528,0.6529864432732344,0.3025302530253024,3,1.034983512588077,0.5991150617031905,14,-0,1.4839116923384257,0,0,2.2870850175645066,7.00500000000001,28,3.146147770694589,2,1.988552034261242,1
BLURUSDT,2026-06-30T22:59:59Z,SHORT,BOS,0.9852475220679722,0.28530523465245305,0.3333333333333237,2,0.28530523465245305,0.28530523465245305,21,1,0.4279578519786734,0,0,1.2125472472729224,1.1913104414856344,128,-0.661091739189732,1,0.9251529411764706,1
SNDKBUSDT,2026-06-29T17:59:59Z,LONG,CHoCH,1.9729412807441444,0.6987143348215346,0.6645207439198875,1,0.6987143348215346,0.6984636300009974,16,0,1.0514560173094751,1,1,1.610527767094906,3.2218912060024167,0,0.44436130417474146,2.9999999999999964,2.9699660958904075,1
XRPUSDT,2026-07-02T01:59:59Z,SHORT,BOS,0.8462739435368762,0.5977044733158094,0.33750000000001806,4,0.5977044733158094,0.7894210024926126,0,1,0.9021954314201144,0,0,0.9698600887766404,0.8166365967144775,50,-0.16836172125469734,-1,-1.1109081395348817,0
ETHUSDT,2026-07-02T08:59:59Z,SHORT,CHoCH,0.8847379653815731,0.22172328500257463,0.2967625899280647,4,0.27348203292115614,0.37280287352166547,7,1,0.38889005192880916,1,0,1.4044806191960821,1.2395979949131988,0,0.07143352630802294,-1,-1.0733041832669326,0
MUBUSDT,2026-07-02T14:59:59Z,LONG,BOS,2.0594581807950245,1.137451313859139,0.4835799350415029,4,1.243217586110319,0.1906576223475102,12,0,2.570862635157972,0,1,0.8006692364277574,1.692272999127379,68,2.5647248771715474,-1,-1.0524829084588647,0
BLURUSDT,2026-07-02T18:59:59Z,SHORT,BOS,1.3734548001538596,0.1456181885108987,0,4,0.3397757731920942,0.04853939617029676,17,1,0.3397757731920942,0,0,1.8930364506416495,2.587923025879228,172,-1.102361064167457,-1,-1.0354769230769232,0
ZECUSDT,2026-07-03T18:59:59Z,SHORT,BOS,1.7529060707430095,0.23184689781891932,0.15891472868216844,5,0.5439002900184351,0.056395191361356636,17,1,0.6466648609435756,0,0,1.1166247889548857,1.9388532259819318,22,-0.5724314483469672,-1,-1.047119191919192,0
OPGUSDT,2026-07-03T21:59:59Z,SHORT,BOS,1.7310656262292838,0.6454512288988218,0,5,0.6454512288988218,0.18441463682822568,14,1,0.6454512288988218,0,0,1.4753170946258694,2.5256511444356815,90,-0.2587948983414119,-1,-1.0363343749999998,0
VANRYUSDT,2026-07-04T22:59:59Z,SHORT,BOS,9.450545267646127,0.7065368276940068,0.18082191780821905,6,0.7112946514495226,0.09039865135478825,21,1,0.8683028353815242,0,0,0.944428015469765,8.36317674320623,53,-0.014211388330995129,0,-0.010761460957178849,0
OPGUSDT,2026-07-05T04:59:59Z,SHORT,BOS,1.5492573163533463,0.45313846429053606,0.4000000000000111,0,0.45313846429053606,0.45313846429055005,1,1,0.7552307738175741,0,0,1.2083692381081241,1.8590240123935038,125,-0.4937608336340753,0,-0.048412499999999734,0
SPCXBUSDT,2026-07-05T18:59:59Z,LONG,BOS,0.23653125604129638,0.6795378811910946,0.5909090909090733,0,1.0977150388471586,0.5749935917770972,16,0,1.1499871835541944,0,1,0.2352246511815499,0.055782818891783444,13,-0.13724633138373785,2,0.38520000000006105,1
WLDUSDT,2026-07-04T21:59:59Z,SHORT,BOS,1.7861981106591942,0.260515734572122,0.5789473684210588,6,0.31261888148654066,0.15630944074327754,20,1,0.7424698435305449,0,0,1.172320805574549,2.0823692734845,40,-0.10789291212003638,2,1.95818,1
TRXUSDT,2026-07-06T03:59:59Z,LONG,BOS,0.25493213777705176,0.8320693262562713,0.9166666666666744,1,1.4264045592964367,0.4754681864320796,1,1,1.4264045592963708,0,1,0.4754681864320796,0.12165450121653161,30,0.21080325565409166,0,-0.7398000000000814,0
SPCXBUSDT,2026-07-06T11:59:59Z,LONG,BOS,0.40890514722600624,1.2133077475829315,0.9831932773109158,1,1.7311830056975932,0.2959287189226939,10,0,1.7607758775898752,0,1,0.9617683364987236,0.3960758028152057,31,1.7861083007293348,-1,-1.2265292307692188,0
VANRYUSDT,2026-07-07T04:59:59Z,LONG,BOS,7.525686393913862,0.949779520953458,0.8769883351007425,2,1.2527394957392477,0.2257051812154158,2,1,1.4284562811150066,0,1,0.7876959344430603,6.544996853366913,30,-0.22755387087441792,-1,-1.0130509615384615,0
BTCUSDT,2026-07-07T07:59:59Z,SHORT,BOS,0.703160348537157,0.2948231798715909,0.1553409090909168,2,0.5018520677829424,0.7945372169608146,3,1,0.5941474769931298,0,0,1.1118209719096366,0.779039328854822,52,-0.6747661730425227,0,-0.11552690174486938,0
NEARUSDT,2026-07-07T07:59:59Z,SHORT,BOS,1.5762980964862732,0.4708543580413376,0.24999999999999076,2,0.5650252296496079,0.2511223242887115,3,1,0.7533669728661345,0,0,1.0986601687631024,1.716527709661584,57,-0.5825792093096964,0,-0.052431428571429024,0
XLMUSDT,2026-07-06T21:59:59Z,SHORT,BOS,1.4305956566045634,1.5510045080969423,0.06382978723404167,1,1.5510045080969423,0.2820008196539886,12,-0,1.6567548154671867,0,0,1.0927531761592193,1.5293537247163391,102,-0.27204358920039357,3,2.943251612903226,1
XRPUSDT,2026-07-07T07:59:59Z,SHORT,BOS,0.9207138320013153,0.14425099185190496,0.28985507246376296,2,0.47121990671621716,0.5000701050865726,3,1,0.66355456251875,0,0,0.7789553560002569,0.7140967997884153,173,-0.18889077121406364,2,1.8753666666666666,1
